office_name,office_address,office_city,office_state,office_zipcode,expense_date,expense_type,amount,description,approved_by_name,approved_by_email,approved_by_phone_number
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2023-11-08,Miscellaneous,4341.53,Thousand old fill full television speech. Attention face data system. Very expert force eat.,Kevin Ross,kevin.ross@example.com,975-590-5576x5584
Dream Homes NYC Branch,710 Bleecker Street,New York,NY,70967-8816,2024-04-26,Maintenance,316.16,"Role life with sort region responsibility nice.
Prove author person. Late without family late. Hit sort effect measure prepare.",Elijah Richardson,elijah.richardson@example.com,527-264-3341
Dream Homes NYC Branch,2286 Fulton Street,New York,NY,15817-1603,2024-03-29,Training,3560.98,Remember professor six program. Add series move difficult fill machine attorney. Continue four leg national economy leave few none.,Lillian Long,lillian.long@example.com,(401)822-9683
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2024-05-21,Miscellaneous,660.71,"Strong style billion cover. Truth all well same. Record ten cultural once.
Remain campaign somebody medical individual.",Lillian Griffin,lillian.griffin@example.com,(472)527-8367x11159
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2024-03-17,Training,268.75,"Billion himself describe offer share city. Call consider suggest relate throughout its middle.
Century dark wish magazine crime say century. Tv find fill. Economic main subject. Billion scene growth.",Lillian Griffin,lillian.griffin@example.com,(472)527-8367x11159
Dream Homes NYC Branch,427 3rd Ave,New York,NY,94286-3030,2024-06-01,Marketing,3225.17,Production situation son person. Might play center young friend Republican thus. Left opportunity indicate can manage new head. Difference them stop because name.,David Turner,david.turner@example.com,001-977-676-8903x8512
Dream Homes NYC Branch,513 Bowery,New York,NY,12128-1870,2023-10-13,Office Supplies,2322.17,"Moment floor lead other among factor agree myself. Difference any north single design enjoy.
Soon community political most. Usually west fall might ten.
Rock decade pull.",Aaron Rodriguez,aaron.rodriguez@example.com,278.273.4407
Dream Homes NYC Branch,94921 Victory Blvd,New York,NY,24137-7042,2023-08-23,Utilities,2299.8,"Drug eye owner according evidence identify. Question first above.
Whom policy keep reason. Large have current individual. Success these church board owner value to outside.",Evan Green,evan.green@example.com,672.459.0466
Dream Homes NYC Branch,513 Bowery,New York,NY,12128-1870,2024-04-14,Event,2467.53,Fine without quickly operation garden. Ask high yard not drug according mind. Red usually international suddenly glass.,John Ward,john.ward@example.com,+1-258-818-4636x908
Dream Homes NYC Branch,83666 Northern Blvd,New York,NY,38867-4357,2024-02-07,Technology,1847.05,"Identify word agree far card movement husband.
Take large well mean vote. Down send its keep reality life. Relationship end bit take project.
Less place serious firm design thing describe.",Jacob Robinson,jacob.robinson@example.com,(459)552-9591x20697
Dream Homes NYC Branch,710 Bleecker Street,New York,NY,70967-8816,2023-08-18,Training,4984.61,"Man campaign night building day must.
Safe area write long find prepare.
Center other same Republican.
Strong animal director production.",Victoria James,victoria.james@example.com,(919)284-4529x7879
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2024-07-18,Training,3770.1,For card beat everyone other market. No wide boy mother explain line. Pick prepare contain significant game former in.,Adam Phillips,adam.phillips@example.com,416.847.9650x33936
Dream Homes NYC Branch,7044 Canal Street,New York,NY,58173-5454,2024-01-06,Utilities,3995.17,Program see race popular surface often identify light. Late four commercial cultural direction peace. Tend beautiful lawyer many happen share evidence.,Jordan Ramirez,jordan.ramirez@example.com,8232736559
Dream Homes NYC Branch,513 Bowery,New York,NY,12128-1870,2024-05-19,Office Supplies,3823.03,"Open leg central. Manager discuss when me item guess part.
Current prevent Mr see mother seat. Between floor far exist health account. Big hospital hard sister travel industry.",Victoria James,victoria.james@example.com,(919)284-4529x7879
Dream Homes NYC Branch,94921 Victory Blvd,New York,NY,24137-7042,2023-12-06,Training,1790.95,"Cause understand future most day. Image perform media service. Society determine weight opportunity.
Million a care idea kind lot.",John Wright,john.wright@example.com,(917)720-3157
Dream Homes NYC Branch,2286 Fulton Street,New York,NY,15817-1603,2023-12-30,Event,2025.05,Expert decision growth oil. Black then open send factor art.,Victoria James,victoria.james@example.com,(919)284-4529x7879
Dream Homes NYC Branch,427 3rd Ave,New York,NY,94286-3030,2023-09-16,Travel,858.23,Society hair rest test what according lose improve. Present more since everyone each Republican act support.,Kevin Ross,kevin.ross@example.com,975-590-5576x5584
Dream Homes NYC Branch,94921 Victory Blvd,New York,NY,24137-7042,2024-01-01,Utilities,1413.36,"Anyone mission movie how. Teacher image public upon likely tree.
Our former own week. Each effect white miss between.",Michelle Perry,michelle.perry@example.com,001-888-493-8555x56198
Dream Homes NYC Branch,94921 Victory Blvd,New York,NY,24137-7042,2023-09-21,Office Supplies,4445.01,"Value prevent yes young.
Administration election choose wish sign wonder. New anyone themselves that father century learn.",Nora Ward,nora.ward@example.com,001-403-357-2798x250
Dream Homes NYC Branch,513 Bowery,New York,NY,12128-1870,2023-10-21,Maintenance,1940.43,"Dog while quite.
Election professional bag meet such total close. Up else physical eat behind animal often. Or because attorney company.",Connor Brown,connor.brown@example.com,001-876-332-4614x43389
Dream Homes NYC Branch,2286 Fulton Street,New York,NY,15817-1603,2024-06-27,Maintenance,4875.79,Executive service home energy meeting play onto. Agreement set sport common north time population. Just cell morning what return speak list mention.,David Turner,david.turner@example.com,001-977-676-8903x8512
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2023-09-07,Miscellaneous,4046.11,Director effect increase. Mrs six want serve mind create clearly. Time art ready lead stand to. Case food mouth religious full give.,Adam Phillips,adam.phillips@example.com,416.847.9650x33936
Dream Homes NYC Branch,2286 Fulton Street,New York,NY,15817-1603,2023-11-04,Office Supplies,4098.09,"About late environmental determine watch price. Many site cold board.
Just month prepare above attorney. Different couple analysis my game threat story.",Lillian Griffin,lillian.griffin@example.com,(472)527-8367x11159
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2023-08-26,Utilities,2168.24,"Material result window beat thank. He article forward explain week. Near sport prove sign.
Morning despite show majority nothing.",Stephanie Anderson,stephanie.anderson@example.com,001-976-997-0419x503
Dream Homes NYC Branch,7044 Canal Street,New York,NY,58173-5454,2023-08-10,Utilities,3342.55,Threat discussion company party such in up. Get current present many owner body too society. Apply represent arrive perhaps bit here.,Lillian Long,lillian.long@example.com,(401)822-9683
Dream Homes NYC Branch,710 Bleecker Street,New York,NY,70967-8816,2023-11-26,Miscellaneous,2658.67,Cut avoid girl stop wonder range. Age everybody seek research. Organization forward gun letter increase book.,Lillian Long,lillian.long@example.com,(401)822-9683
Dream Homes NYC Branch,83666 Northern Blvd,New York,NY,38867-4357,2024-04-23,Miscellaneous,750.41,Film citizen experience music debate. Letter kind level. Lay lose whole result fine.,Elijah Richardson,elijah.richardson@example.com,527-264-3341
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2023-11-20,Training,3275.43,"Half crime evidence they. Lay key adult.
Door goal prevent join. Store husband even receive outside prepare. Thank war skin.",Elijah Richardson,elijah.richardson@example.com,527-264-3341
Dream Homes NYC Branch,94921 Victory Blvd,New York,NY,24137-7042,2023-09-09,Maintenance,2567.39,Ahead a professional through end song break. Little research something like interview catch party.,Adam Phillips,adam.phillips@example.com,416.847.9650x33936
Dream Homes NYC Branch,427 3rd Ave,New York,NY,94286-3030,2024-07-23,Maintenance,2841.05,Real pretty after. Beat win pretty future different. Factor shake either trouble food begin current.,John Ward,john.ward@example.com,+1-258-818-4636x908
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2024-05-16,Rent,1857.17,"Always order believe race simply. Machine daughter hold role against process. Pressure campaign order our become glass.
Total second enjoy trial somebody reveal take.",Elijah Richardson,elijah.richardson@example.com,527-264-3341
Dream Homes NYC Branch,710 Bleecker Street,New York,NY,70967-8816,2024-05-12,Miscellaneous,3080.89,"Develop key general know base. Water state above.
Public agent turn every carry stand. Great beautiful only senior activity treat.",Aaron Rodriguez,aaron.rodriguez@example.com,278.273.4407
Dream Homes NYC Branch,94921 Victory Blvd,New York,NY,24137-7042,2024-06-13,Event,4922.67,"Born speak build statement understand. Church same possible certain. End past give growth.
Later any customer. Than feeling dog apply friend gas we. Some option student strategy.",Aurora Lewis,aurora.lewis@example.com,(693)282-2878x4655
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2023-08-03,Marketing,2882.2,Question music court degree business per manager. Herself race artist boy well product bar.,Nora Green,nora.green@example.com,9907531665
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2024-04-13,Office Supplies,1160.58,"Always can use. Carry ask weight truth before within.
Fine animal simply out while summer. With include many concern treatment trouble. Night suffer night maintain should able.",David Henderson,david.henderson@example.com,+1-391-636-3943
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2024-05-21,Rent,2859.93,"System community build thus class tree training. Name ask mind prepare. Prove term I.
Trouble north keep individual indicate. Quickly science wrong writer cultural I. Level interest discover here.",Lillian Long,lillian.long@example.com,(401)822-9683
Dream Homes NYC Branch,513 Bowery,New York,NY,12128-1870,2024-03-23,Miscellaneous,2958.36,"Allow discussion account time various would. Can stay easy.
Apply capital article guess. Message development own.
Scene relationship issue show choice her. Service I can medical.",Lillian Griffin,lillian.griffin@example.com,(472)527-8367x11159
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2024-07-06,Miscellaneous,1241.81,"Treat himself win through happen themselves. Wife game by conference phone many.
Teach over find. Commercial painting anything now.",Victoria Miller,victoria.miller@example.com,+1-892-418-5671
Dream Homes NYC Branch,94921 Victory Blvd,New York,NY,24137-7042,2023-10-13,Marketing,1430.15,"Bar call career suggest land off figure.
Several lay stay discover agreement. Specific back machine development.",Nora Ward,nora.ward@example.com,001-403-357-2798x250
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2023-11-18,Miscellaneous,993.98,"Here industry most know arrive. Television keep floor short site production bag spring.
Story campaign goal bit smile statement. News yet write cover bring majority. Party enough set effect year.",Chloe Henderson,chloe.henderson@example.com,001-768-650-5960
Dream Homes NYC Branch,710 Bleecker Street,New York,NY,70967-8816,2024-01-16,Event,2742.9,"Magazine nice address why.
Act since director magazine student. Item stage eat soon test stage. Third international summer whole street with account million.",Nora Ward,nora.ward@example.com,001-403-357-2798x250
Dream Homes NYC Branch,83666 Northern Blvd,New York,NY,38867-4357,2024-02-02,Office Supplies,540.3,Weight network far improve young. Happen top trouble themselves cell trip black.,Chloe Cooper,chloe.cooper@example.com,252-476-8743
Dream Homes NYC Branch,83666 Northern Blvd,New York,NY,38867-4357,2023-09-27,Travel,2336.15,Together pay boy poor western pay artist region. Strong decide board return show.,Victoria Miller,victoria.miller@example.com,+1-892-418-5671
Dream Homes NYC Branch,626 Forest Ave,New York,NY,50698-1964,2024-03-10,Training,1324.74,Bed cell road suggest. Talk place them vote growth can difference. Represent seem boy subject.,Brittany Perry,brittany.perry@example.com,001-328-991-7731x7104
Dream Homes NYC Branch,7044 Canal Street,New York,NY,58173-5454,2024-04-12,Technology,212.36,Win memory son third establish. Himself great contain reveal morning by school. Huge discussion to today attention little.,Mason Jones,mason.jones@example.com,001-754-945-5867
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2024-05-26,Miscellaneous,2442.89,Board contain entire like the environmental. Its use company sound born skill. Throughout full actually power.,Kevin Ross,kevin.ross@example.com,975-590-5576x5584
Dream Homes NYC Branch,710 Bleecker Street,New York,NY,70967-8816,2023-09-21,Event,4755.03,"Meet purpose air customer can cup our. She letter arm town ok grow east.
Bag reduce interview baby few suffer. Plant try light himself data. Claim there visit television long subject.",Megan Hughes,megan.hughes@example.com,5114476982
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2024-01-31,Office Supplies,4822.12,Shake small education sound. Sit debate three main reveal water. Impact resource night.,Evan Green,evan.green@example.com,672.459.0466
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2023-12-06,Marketing,255.82,Hold necessary artist activity certainly measure. Hope long interest vote attention weight table street. Tough building outside loss card.,Isabella Cooper,isabella.cooper@example.com,400-359-8217
Dream Homes NYC Branch,427 3rd Ave,New York,NY,94286-3030,2024-06-07,Travel,3666.75,"Into across group allow wide fear available. Art vote almost eight yet.
Fear only art employee. Which magazine leg guy reason whose serve.",Lucas Johnson,lucas.johnson@example.com,419.456.7101x2711
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2024-06-18,Marketing,3547.79,Party specific color degree along series size evidence. Front attack support many care capital image.,Kevin Ross,kevin.ross@example.com,975-590-5576x5584
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2024-01-25,Miscellaneous,1695.04,Arm act cover rock. Law hundred area culture whose somebody hope.,Nora Ward,nora.ward@example.com,001-403-357-2798x250
Dream Homes NYC Branch,2286 Fulton Street,New York,NY,15817-1603,2024-02-19,Miscellaneous,1346.68,"Positive very your thank student team next.
Young whatever operation. Tv add party attorney issue my a. Technology understand ground blue task film report.",Michelle Perry,michelle.perry@example.com,001-888-493-8555x56198
Dream Homes NYC Branch,2286 Fulton Street,New York,NY,15817-1603,2024-06-29,Miscellaneous,3403.98,"Money life husband young month stop. By war true seat parent.
Industry realize seek second notice center. Upon drug resource measure forward. Act think position great range report.",Victoria James,victoria.james@example.com,(919)284-4529x7879
Dream Homes NYC Branch,83666 Northern Blvd,New York,NY,38867-4357,2023-11-29,Miscellaneous,4666.16,Involve available food family me question point share. Next research today floor garden notice executive former.,Charles Scott,charles.scott@example.com,873.609.8250x546
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2024-01-14,Office Supplies,3539.48,Security score former position law. Officer south parent. Yes stock rise according our special American.,Emily Morris,emily.morris@example.com,001-654-483-3399x65003
Dream Homes NYC Branch,83666 Northern Blvd,New York,NY,38867-4357,2024-02-12,Training,1623.73,Oil growth business writer expect. From work alone also drug. Morning not ask especially system should few.,Amanda Turner,amanda.turner@example.com,708-504-2605x348
Dream Homes NYC Branch,83666 Northern Blvd,New York,NY,38867-4357,2023-08-14,Technology,4073.78,"Leave number wrong fear board. Despite audience eat measure put.
Wait weight why often. Capital four should situation visit player attention admit.",Rebecca Collins,rebecca.collins@example.com,+1-769-307-6848x0316
Dream Homes NYC Branch,03646 Fordham Road,New York,NY,12507-2403,2023-09-18,Marketing,323.86,Majority trade you technology country. Successful situation small moment less line war. Matter blue it member establish.,David Henderson,david.henderson@example.com,+1-391-636-3943
Dream Homes NYC Branch,710 Bleecker Street,New York,NY,70967-8816,2024-01-21,Miscellaneous,4150.12,Him pay capital defense senior where. Camera work can whom can. Sport attention commercial like hit glass.,Victoria James,victoria.james@example.com,(919)284-4529x7879
Dream Homes NYC Branch,94921 Victory Blvd,New York,NY,24137-7042,2023-08-12,Rent,3115.28,"Mean far you my talk. Idea road admit do scientist dream.
Hospital improve American business provide. Note one again two.
Financial model know return. Hope until accept available.",Stephanie Anderson,stephanie.anderson@example.com,001-976-997-0419x503
Dream Homes NYC Branch,75745 Victory Blvd,New York,NY,92756-5802,2024-02-23,Training,3105.94,"Year deal value during. Process line hit never point I save.
Require six claim once paper. By democratic go sense herself watch past.",Evan Green,evan.green@example.com,672.459.0466
Dream Homes NYC Branch,513 Bowery,New York,NY,12128-1870,2023-10-05,Office Supplies,2532.55,"Research administration argue manage side. Prove remain anything church. Realize anything century.
For certain community writer suggest than. Pm amount ground suddenly test know.",Victoria James,victoria.james@example.com,(919)284-4529x7879
Dream Homes NYC Branch,94921 Victory Blvd,New York,NY,24137-7042,2024-07-07,Utilities,3164.59,"Season by million our make. Certain enjoy now nothing Mrs stuff.
Eye bag heavy difference better exist. Material organization west run democratic standard throughout.",Michelle Perry,michelle.perry@example.com,001-888-493-8555x56198
Dream Homes NYC Branch,83666 Northern Blvd,New York,NY,38867-4357,2024-06-11,Event,2162.8,Although three modern red race sound. Local commercial fine statement. Letter news else fill table.,Lillian Long,lillian.long@example.com,(401)822-9683
